Skewness,Kurtosis,Contrast1,Contrast2,Contrast3,Contrast4,Contrast5,Contrast6,Contrast7,Contrast8,Contrast9,Contrast10,Contrast11,Contrast12,Dissimilarity1,Dissimilarity2,Dissimilarity3,Dissimilarity4,Dissimilarity5,Dissimilarity6,Dissimilarity7,Dissimilarity8,Dissimilarity9,Dissimilarity10,Dissimilarity11,Dissimilarity12,Homogeneity1,Homogeneity2,Homogeneity3,Homogeneity4,Homogeneity5,Homogeneity6,Homogeneity7,Homogeneity8,Homogeneity9,Homogeneity10,Homogeneity11,Homogeneity12,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Energy10,Energy11,Energy12,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12,Class
"1,37","-0,13","5130,5186","3916,8139","5192,7684","3946,2636","5180,8058","3916,8139","5013,2653","3946,2636","6346,1031","6179,6809","6424,084","5902,9787","20,1197","15,3601","20,3638","15,4755","20,3169","15,3601","19,6599","15,4755","24,8867","24,234","25,1925","23,1489","0,9211","0,9398","0,9201","0,9393","0,9203","0,9398","0,9229","0,9393","0,9024","0,905","0,9012","0,9092","0,7743","0,793","0,7733","0,7926","0,7816","0,793","0,782","0,7926","0,7785","0,7906","0,7771","0,7922","0,7593","0,8085","0,7569","0,8072","0,7477","0,8085","0,757","0,8072","0,681","0,6711","0,6783","0,6869",c
"0,92","-1,16","5895,1236","4895,0893","6307,8947","4963,3929","6729,8601","4895,0893",6936,"4963,3929","8521,7949","8843,4","9452,2556","8134,0364","23,1181","19,1964","24,7368","19,4643","26,3916","19,1964","27,2","19,4643","33,4188","34,68","37,0677","31,8982","0,9093","0,9247","0,903","0,9237","0,8965","0,9247","0,8933","0,9237","0,8689","0,864","0,8546","0,8749","0,7148","0,728","0,7108","0,7273","0,7114","0,728","0,709","0,7273","0,7","0,7028","0,6914","0,708","0,7771","0,812","0,7617","0,8094","0,742","0,812","0,7346","0,8094","0,6691","0,65","0,6345","0,6787",c
"1,34","-0,22","5480,6786","4044,3149","5462,4703","3886,3338","5170,2805","4044,3149","5229,7238","3886,3338","6632,55","6046,532","6306,2345","6310,8613","21,4929","15,8601","21,4215","15,2405","20,2756","15,8601","20,5087","15,2405","26,01","23,7119","24,7303","24,7485","0,9157","0,9378","0,916","0,9402","0,9205","0,9378","0,9196","0,9402","0,898","0,907","0,903","0,9029","0,7679","0,7879","0,7675","0,7895","0,778","0,7879","0,7766","0,7895","0,7726","0,7872","0,774","0,7851","0,747","0,8061","0,7485","0,8135","0,7527","0,8061","0,751","0,8135","0,6726","0,6859","0,6904","0,6721",c
"1,23","-0,49","4816,6667","3659,7222","5169,5455","3919,4444","4813,1713","3659,7222","4989,1909","3919,4444","5843,5928","5815,4434","6466,308","6379,8113","18,8889","14,3519","20,2727","15,3704","18,8752","14,3519","19,5655","15,3704","22,9161","22,8057","25,3581","25,0189","0,9259","0,9437","0,9205","0,9397","0,926","0,9437","0,9233","0,9397","0,9101","0,9106","0,9006","0,9019","0,7607","0,7786","0,7584","0,7765","0,7668","0,7786","0,7664","0,7765","0,7634","0,7735","0,7595","0,7694","0,79","0,8348","0,7739","0,8229","0,7845","0,8348","0,7755","0,8229","0,7321","0,7207","0,7019","0,693",c
"1,25","-0,45","5135,071","3686,2245","5230,9","3214,3878","4711,9565","3686,2245","4817,7614","3214,3878","5925,0347","6065,3054","6200,0581","4956,9247","20,1375","14,4558","20,5133","12,6054","18,4783","14,4558","18,8932","12,6054","23,2354","23,7855","24,314","19,4389","0,921","0,9433","0,9196","0,9506","0,9275","0,9433","0,9259","0,9506","0,9089","0,9067","0,9047","0,9238","0,7607","0,7812","0,76","0,7854","0,7711","0,7812","0,7708","0,7854","0,767","0,776","0,7657","0,7851","0,7735","0,8314","0,7691","0,853","0,7857","0,8314","0,7803","0,853","0,7229","0,7022","0,7088","0,7566",c
"1,42","0,02","4511,5385","3251,25","4662,1698","3201,2308",4325,"3251,25","4356,7","3201,2308",5253,"4917,8571","5597,671","5334,1837","17,6923","12,75","18,283","12,5538","16,9608","12,75","17,0851","12,5538","20,6","19,2857","21,9517","20,9184","0,9306","0,95","0,9283","0,9508","0,9335","0,95","0,933","0,9508","0,9192","0,9244","0,9139","0,918","0,784","0,8032","0,7835","0,8037","0,7922","0,8032","0,7934","0,8037","0,79","0,8037","0,7895","0,8004","0,7837","0,8373","0,7756","0,8398","0,7857","0,8373","0,7825","0,8398","0,7322","0,7338","0,7111","0,7113",c
"1,21","-0,53","5697,1606","4176,5781","5770,6169","4032,5581","5436,7525","4176,5781","5623,0044","4032,5581","7044,6824","6910,3223","6945,8523","6155,0958","22,3418","16,3787","22,6299","15,814","21,3206","16,3787","22,051","15,814","27,6262","27,0993","27,2386","24,1376","0,9124","0,9358","0,9113","0,938","0,9164","0,9358","0,9135","0,938","0,8917","0,8937","0,8932","0,9053","0,7535","0,7758","0,7532","0,7771","0,7637","0,7758","0,7625","0,7771","0,7577","0,7703","0,7588","0,7763","0,7513","0,81","0,7478","0,8165","0,7542","0,81","0,7453","0,8165","0,671","0,659","0,6751","0,6962",c
"1,33","-0,23",5780,"4386,6071","5559,225","3944,2602","5573,5714","4386,6071","5308,9105","3944,2602","6961,5","6850,8482","6581,0236","6154,1518","22,6667","17,2024","21,8009","15,4677","21,8571","17,2024","20,8193","15,4677","27,3","26,8661","25,8079","24,1339","0,9111","0,9325","0,9145","0,9393","0,9143","0,9325","0,9184","0,9393","0,8929","0,8946","0,8988","0,9054","0,7659","0,7874","0,7678","0,7912","0,7756","0,7874","0,7781","0,7912","0,771","0,7848","0,7751","0,7902","0,7326","0,7872","0,7427","0,8087","0,7321","0,7872","0,7445","0,8087","0,6546","0,6366","0,6716","0,6735",c
"1,48","0,2","5681,4773","3896,126","5944,2045","4198,4117","5242,3256","3896,126","5477,5581","4198,4117","6571,3095","5802,6636","6915,3571","6506,0168","22,2803","15,2789","23,3106","16,4644","20,5581","15,2789","21,4806","16,4644","25,7698","22,7555","27,119","25,5138","0,9126","0,9401","0,9086","0,9354","0,9194","0,9401","0,9158","0,9354","0,8989","0,9108","0,8937","0,8999","0,7813","0,8059","0,7808","0,8036","0,7918","0,8059","0,7926","0,8036","0,7869","0,8059","0,7877","0,8013","0,718","0,7964","0,7026","0,7803","0,7303","0,7964","0,7141","0,7803","0,6515","0,6686","0,6261","0,6264",c
"1,28","-0,37","6669,2308","4966,4484","6640,8511","4895,4992","6488,2401","4966,4484","6502,5","4895,4992","8384,4172","7811,9279","8525,5","7291,1327","26,1538","19,4763","26,0426","19,198","25,4441","19,4763","25,5","19,198","32,8801","30,635","33,4333","28,5927","0,8974","0,9236","0,8979","0,9247","0,9002","0,9236","0,9","0,9247","0,8711","0,8799","0,8689","0,8879","0,7522","0,7759","0,7532","0,7765","0,7614","0,7759","0,7626","0,7765","0,7524","0,7701","0,7533","0,7741","0,7002","0,7667","0,7005","0,77","0,6981","0,7667","0,6955","0,77","0,599","0,6012","0,5886","0,6278",c
"1,21","-0,54","5467,2182","3765,6977","5071,0227","4180,814","5448,5234","3765,6977","4906,4318","4180,814","6923,3935","5666,4643","6182,8038","6657,3214","21,4401","14,7674","19,8864","16,3953","21,3668","14,7674","19,2409","16,3953","27,1506","22,2214","24,2463","26,1071","0,9159","0,9421","0,922","0,9357","0,9162","0,9421","0,9245","0,9357","0,8935","0,9129","0,9049","0,8976","0,7552","0,778","0,7571","0,7744","0,7636","0,778","0,7655","0,7744","0,7582","0,778","0,761","0,7701","0,7616","0,8297","0,7802","0,811","0,7536","0,8297","0,7808","0,811","0,6774","0,7235","0,7161","0,6751",c
"0,45","-1,79","6685,0883","5659,5833","6812,1429",5780,"7879,9954","5659,5833","7660,6447",5780,"10540,4419","9810,3482","10708,9108","9999,0087","26,216","22,1944","26,7143","22,6667","30,9019","22,1944","30,0417","22,6667","41,3351","38,472","41,9957","39,2118","0,8972","0,913","0,8952","0,9111","0,8788","0,913","0,8822","0,9111","0,8379","0,8491","0,8353","0,8462","0,6605","0,6737","0,6598","0,6726","0,652","0,6737","0,655","0,6726","0,6311","0,6428","0,6311","0,6412","0,782","0,8135","0,7775","0,8095","0,7412","0,8135","0,7477","0,8095","0,652","0,6711","0,6452","0,6648",c
"0,73","-1,47","6852,8237","5560,1087","6733,0851","5403,0435","7696,1957","5560,1087","7420,648","5403,0435","10087,8706","9786,5909","9941,9718","9096,9318","26,8738","21,8043","26,4043","21,1884","30,1812","21,8043","29,1006","21,1884","39,5603","38,3788","38,9881","35,6742","0,8946","0,9145","0,8965","0,9169","0,8816","0,9145","0,8859","0,9169","0,8449","0,8495","0,8471","0,8601","0,6861","0,7021","0,6866","0,7034","0,683","0,7021","0,6845","0,7034","0,6666","0,6751","0,6671","0,6805","0,7577","0,8006","0,7624","0,8063","0,7242","0,8006","0,7348","0,8063","0,6346","0,6385","0,6407","0,6641",c
"1,19","-0,6","5541,2609","3981,1224","5195,2236","4154,2147","5404,3","3981,1224","5101,6955","4154,2147","6768,5114","6020,8333","6240,5161","6743,3333","21,7304","15,6122","20,3734","16,291","21,1933","15,6122","20,0066","16,291","26,5432","23,6111","24,4726","26,4444","0,9148","0,9388","0,9201","0,9361","0,9169","0,9388","0,9215","0,9361","0,8959","0,9074","0,904","0,8963","0,7505","0,7719","0,7536","0,7704","0,7592","0,7719","0,7612","0,7704","0,7543","0,7698","0,7574","0,764","0,7625","0,8234","0,7772","0,8157","0,7608","0,8234","0,7747","0,8157","0,6919","0,7136","0,7174","0,6793",c
"1,29","-0,33","6109,1699","3686,3217","5843,068","4372,149","5590,7738","3686,3217","5390,2303","4372,149","7077,551","5509,0625","6756,9838","7315,3125","23,9575","14,4562","22,914","17,1457","21,9246","14,4562","21,1382","17,1457","27,7551","21,6042","26,498","28,6875","0,9061","0,9433","0,9101","0,9328","0,914","0,9433","0,9171","0,9328","0,8912","0,9153","0,8961","0,8875","0,7594","0,7887","0,7606","0,7829","0,7721","0,7887","0,7721","0,7829","0,7673","0,7904","0,7679","0,7762","0,7222","0,8252","0,7355","0,7927","0,7356","0,8252","0,7471","0,7927","0,6536","0,7154","0,6724","0,6221",c
"1,52","0,3","4812,2109","3197,4468","4997,2917","3258,9362","4363,6815","3197,4468","4525,8878","3258,9362","5591,5217","5108,1892","5765,298","5172,4432","18,8714","12,539","19,5972","12,7801","17,1125","12,539","17,7486","12,7801","21,9275","20,0321","22,609","20,2841","0,926","0,9508","0,9231","0,9499","0,9329","0,9508","0,9304","0,9499","0,914","0,9214","0,9113","0,9205","0,7915","0,8141","0,7909","0,8136","0,8025","0,8141","0,8026","0,8136","0,7987","0,8139","0,7991","0,8134","0,7574","0,8307","0,7468","0,8275","0,7713","0,8307","0,7609","0,8275","0,6967","0,7038","0,6841","0,7001",c
"1,3","-0,32","5383,4651","3981,1224","5217,6832","3734,2311","5171,0357","3981,1224","4926,1364","3734,2311","6534,2195","6418,6384","6288,6847","5580,0223","21,1116","15,6122","20,4615","14,644","20,2786","15,6122","19,3182","14,644","25,6244","25,1711","24,6615","21,8824","0,9172","0,9388","0,9198","0,9426","0,9205","0,9388","0,9242","0,9426","0,8995","0,9013","0,9033","0,9142","0,7652","0,7861","0,7662","0,7882","0,7748","0,7861","0,7761","0,7882","0,7702","0,7821","0,7712","0,7888","0,7554","0,8114","0,7634","0,8231","0,7564","0,8114","0,7688","0,8231","0,6825","0,6703","0,6958","0,7134",c
"1,18","-0,61","5718,914","3870,5357","5387,2456","3999,5536","5372,897","3870,5357","5115,7719","3999,5536","6767,9082","6445,1349","6311,8301","6445,1349","22,4271","15,1786","21,1265","15,6845","21,0702","15,1786","20,0619","15,6845","26,5408","25,275","24,7523","25,275","0,9121","0,9405","0,9172","0,9385","0,9174","0,9405","0,9213","0,9385","0,8959","0,9009","0,9029","0,9009","0,7499","0,7739","0,7515","0,7728","0,7604","0,7739","0,7608","0,7728","0,7554","0,7677","0,7575","0,7677","0,7539","0,8275","0,7694","0,8218","0,7612","0,8275","0,7743","0,8218","0,6904","0,6915","0,7133","0,6915",c
"0,99","-1,02","6769,2692","4661,6562","5971,6837","5138,0298","7015,8553","4661,6562","6333,1641","5138,0298","9454,9865","7771,6283","8197,3005","8555,9211","26,5462","18,281","23,4184","20,1491","27,5132","18,281","24,8359","20,1491","37,0784","30,477","32,1463","33,5526","0,8959","0,9283","0,9082","0,921","0,8921","0,9283","0,9026","0,921","0,8546","0,8805","0,8739","0,8684","0,7196","0,7443","0,7235","0,7401","0,7255","0,7443","0,726","0,7401","0,713","0,7326","0,7155","0,7264","0,7323","0,8111","0,7664","0,7918","0,7141","0,8111","0,747","0,7918","0,6041","0,6662","0,6664","0,6325",c
"1,11","-0,77","5066,8831","3833,6735","4816,6667","3882,8231","5123,1818","3833,6735","4833,934","3882,8231","6716,3153","5955,513","5927,2788","6159,9941","19,8701","15,034","18,8889","15,2268","20,0909","15,034","18,9566","15,2268","26,3385","23,355","23,2442","24,1568","0,9221","0,941","0,9259","0,9403","0,9212","0,941","0,9257","0,9403","0,8967","0,9084","0,9088","0,9053","0,7469","0,7653","0,7482","0,7649","0,7542","0,7653","0,754","0,7649","0,7477","0,7618","0,7499","0,7601","0,7895","0,8357","0,8007","0,8336","0,7803","0,8357","0,795","0,8336","0,7034","0,7278","0,7431","0,7184",c
"1,42","0,03","5243,4296","3667,5686","5192,9688","3601,4863","4843,699","3667,5686","4908,1687","3601,4863","6124,8038","5845,3324","5889,9457","5706,9814","20,5625","14,3826","20,3646","14,1235","18,9949","14,3826","19,2477","14,1235","24,0188","22,9229","23,0978","22,3803","0,9194","0,9436","0,9201","0,9446","0,9255","0,9436","0,9245","0,9446","0,9058","0,9101","0,9094","0,9122","0,7794","0,8019","0,7802","0,8025","0,7904","0,8019","0,7904","0,8025","0,7866","0,8002","0,789","0,8013","0,7467","0,8143","0,7487","0,8176","0,7568","0,8143","0,753","0,8176","0,6817","0,6765","0,693","0,6842",c
"0,74","-1,46","6755,8442","4970,9194","5385,9091","6045,7128","8209,1362","4970,9194","6181,3889","6045,7128","11086,3202","8597,1899","7933,8679","10109,3992","26,4935","19,4938","21,1212","23,7087","32,1927","19,4938","24,2407","23,7087","43,4758","33,7145","31,1132","39,6447","0,8961","0,9236","0,9172","0,907","0,8738","0,9236","0,9049","0,907","0,8295","0,8678","0,878","0,8445","0,6893","0,7097","0,6995","0,7","0,6814","0,7097","0,6959","0,7","0,6615","0,687","0,6838","0,6748","0,7594","0,8204","0,8095","0,7816","0,7032","0,8204","0,7788","0,7816","0,595","0,6801","0,7131","0,6238",c
"1,38","-0,09","5550,9146","3798,9648","5508,7625","4167,7964","5172,4432","3798,9648","5234,4388","4167,7964","6555,5507","5573,5714","6192,8571","6734,7321","21,7683","14,8979","21,603","16,3443","20,2841","14,8979","20,5272","16,3443","25,708","21,8571","24,2857","26,4107","0,9146","0,9416","0,9153","0,9359","0,9205","0,9416","0,9195","0,9359","0,8992","0,9143","0,9048","0,8964","0,7732","0,7976","0,7735","0,7944","0,7847","0,7976","0,7832","0,7944","0,7805","0,7994","0,7818","0,7903","0,7366","0,8109","0,7387","0,7925","0,7442","0,8109","0,7425","0,7925","0,6641","0,6966","0,6853","0,6334",c
"1,33","-0,23","5522,8514","3998,9535","5287,3864","3898,1395","5351,4363","3998,9535","5138,8559","3898,1395","6723,1575","6333,6039","6289,416","6157,6705","21,6582","15,6822","20,7348","15,2868","20,986","15,6822","20,1524","15,2868","26,3653","24,8377","24,6644","24,1477","0,9151","0,9385","0,9187","0,9401","0,9177","0,9385","0,921","0,9401","0,8966","0,9026","0,9033","0,9053","0,7682","0,7894","0,769","0,7905","0,7782","0,7894","0,7775","0,7905","0,7742","0,787","0,7748","0,7886","0,7443","0,8073","0,7565","0,8119","0,7419","0,8073","0,7551","0,8119","0,6642","0,6672","0,6904","0,6761",c
"0,84","-1,29","5669,1964","4752,2727","5365,6993","4566,8182","6386,3839","4752,2727","6136,6186","4566,8182","8507,2795","8332,8333","7833,2003","7562,1667","22,2321","18,6364","21,042","17,9091","25,0446","18,6364","24,0652","17,9091","33,3619","32,6778","30,7184","29,6556","0,9128","0,9269","0,9175","0,9298","0,9018","0,9269","0,9056","0,9298","0,8692","0,8719","0,8795","0,8837","0,7105","0,7237","0,7115","0,7254","0,71","0,7237","0,7088","0,7254","0,6976","0,7036","0,6978","0,71","0,7902","0,8211","0,8026","0,8281","0,7589","0,8211","0,771","0,8281","0,6727","0,6741","0,7041","0,7042",c
"1,01","-0,98","5944,037","4713,1836","5750,5102","4713,1836","6578,7343","4713,1836","5957,5662","4713,1836","8625,7653","8065,5727","7991,0936","7947,8271","23,3099","18,4831","22,551","18,4831","25,799","18,4831","23,363","18,4831","33,8265","31,6297","31,3376","31,1679","0,9086","0,9275","0,9116","0,9275","0,8988","0,9275","0,9084","0,9275","0,8673","0,876","0,8771","0,8778","0,7267","0,7455","0,7296","0,7455","0,7273","0,7455","0,735","0,7455","0,7157","0,7316","0,7242","0,7325","0,7649","0,8077","0,7715","0,8077","0,7338","0,8077","0,7567","0,8077","0,6441","0,6517","0,6659","0,6568",c
"1,24","-0,47","5999,3304","4440,7317","6227,8554","4282,1341","5676,7857","4440,7317","5669,8628","4282,1341","6885,4793","6835,9615","7523,2176","6669,2308","23,5268","17,4146","24,423","16,7927","22,2619","17,4146","22,2348","16,7927","27,0019","26,8077","29,5028","26,1538","0,9077","0,9317","0,9042","0,9341","0,9127","0,9317","0,9128","0,9341","0,8941","0,8949","0,8843","0,8974","0,754","0,7782","0,7535","0,7795","0,7642","0,7782","0,7672","0,7795","0,7605","0,7762","0,7602","0,7775","0,7347","0,7936","0,7229","0,8009","0,7405","0,7936","0,7373","0,8009","0,6761","0,6536","0,6382","0,662",c
"1,14","-0,7","5635,5","4541,4286","5510,1043","4482,449","6000,0341","4541,4286","5978,2948","4482,449","7712,2674","7635,5114","7489,0032","7389,2045","22,1","17,8095","21,6083","17,5782","23,5295","17,8095","23,4443","17,5782","30,2442","29,9432","29,3686","28,9773","0,9133","0,9302","0,9153","0,9311","0,9077","0,9302","0,9081","0,9311","0,8814","0,8826","0,8848","0,8864","0,7455","0,7622","0,7454","0,7627","0,7502","0,7622","0,7477","0,7627","0,743","0,7516","0,7408","0,7535","0,7626","0,8028","0,769","0,8053","0,7389","0,8028","0,7428","0,8053","0,6547","0,6458","0,6703","0,6572",c
"1,07","-0,85","6115,9272","4594,1576","5706,9814","4417,4592","6222,3469","4594,1576","5622,3517","4417,4592","8324,1651","7563,1915","7248,3927","6948,2979","23,984","18,0163","22,3803","17,3234","24,4014","18,0163","22,0484","17,3234","32,6438","29,6596","28,4251","27,2482","0,9059","0,9293","0,9122","0,9321","0,9043","0,9293","0,9135","0,9321","0,872","0,8837","0,8885","0,8931","0,734","0,755","0,7364","0,7565","0,7406","0,755","0,7432","0,7565","0,7301","0,7448","0,735","0,7497","0,7499","0,8061","0,7676","0,8136","0,7378","0,8061","0,7655","0,8136","0,6397","0,6604","0,691","0,688",c
"1,01","-0,98","5682,6196","3923,425","5505,8076","4038,8199","5259,8","3923,425","5274,6343","4038,8199","6945,8523","6291,7708","6328,8253","6351,9792","22,2848","15,386","21,5914","15,8385","20,6267","15,386","20,6848","15,8385","27,2386","24,6736","24,8189","24,9097","0,9126","0,9397","0,9153","0,9379","0,9191","0,9397","0,9189","0,9379","0,8932","0,9032","0,9027","0,9023","0,7305","0,7537","0,7314","0,7527","0,7413","0,7537","0,7394","0,7527","0,7333","0,7474","0,7356","0,7469","0,774","0,8392","0,7815","0,8345","0,7849","0,8392","0,7858","0,8345","0,7089","0,7267","0,7377","0,7241",c
"1,11","-0,76","6303,4439","4187,2159","6201,4583","3602,2372","5555,0546","4187,2159","5441,8085","3602,2372","7172,3397","7110,6012","7005,1087","5630,5666","24,7194","16,4205","24,3194","14,1264","21,7845","16,4205","21,3404","14,1264","28,1268","27,8847","27,471","22,0807","0,9031","0,9356","0,9046","0,9446","0,9146","0,9356","0,9163","0,9446","0,8897","0,8906","0,8923","0,9134","0,7352","0,7605","0,7359","0,7655","0,7476","0,7605","0,7484","0,7655","0,7393","0,7491","0,7409","0,7605","0,7394","0,8218","0,7438","0,8468","0,7646","0,8218","0,7696","0,8468","0,6896","0,6798","0,6965","0,7472",c
