Skewness,Kurtosis,Contrast1,Contrast2,Contrast3,Contrast4,Contrast5,Contrast6,Contrast7,Contrast8,Contrast9,Contrast10,Contrast11,Contrast12,Dissimilarity1,Dissimilarity2,Dissimilarity3,Dissimilarity4,Dissimilarity5,Dissimilarity6,Dissimilarity7,Dissimilarity8,Dissimilarity9,Dissimilarity10,Dissimilarity11,Dissimilarity12,Homogeneity1,Homogeneity2,Homogeneity3,Homogeneity4,Homogeneity5,Homogeneity6,Homogeneity7,Homogeneity8,Homogeneity9,Homogeneity10,Homogeneity11,Homogeneity12,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Energy10,Energy11,Energy12,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12,Class
"1,01","-0,98","4948,3948","5085,0831","6809,5188","5245,2432","5074,5463","5085,0831","7510,7345","5245,2432","6046,0437","7140,4971","9834,2894","8999,5614","19,4055","19,9415","26,704","20,5696","19,9002","19,9415","29,4539","20,5696","23,71","28,0019","38,5658","35,2924","0,9239","0,9218","0,8953","0,9193","0,922","0,9218","0,8845","0,9193","0,907","0,8902","0,8488","0,8616","0,7348","0,7459","0,7245","0,7445","0,7391","0,7459","0,7289","0,7445","0,7355","0,7453","0,7188","0,7307","0,8047","0,7895","0,7253","0,7829","0,7956","0,7895","0,6849","0,7829","0,7518","0,6833","0,574","0,6009",e
"0,57","-1,67","6812,1429","5241,4091","5224,8827","4453,2273","6926,9243","5241,4091","5477,0161","4453,2273","9496,6358","9633,3333","6332,3189","5647,1264","26,7143","20,5545","20,4897","17,4636","27,1644","20,5545","21,4785","17,4636","37,2417","37,7778","24,8326","22,1456","0,8952","0,9194","0,9196","0,9315","0,8935","0,9194","0,9158","0,9315","0,854","0,8519","0,9026","0,9132","0,6725","0,6906","0,6844","0,698","0,6767","0,6906","0,6852","0,698","0,6591","0,6613","0,68","0,6958","0,7692","0,8205","0,8244","0,8475","0,7617","0,8205","0,8142","0,8475","0,6688","0,6606","0,7835","0,801",e
"0,09","-1,99","5359,5038","4652,6509","6337,1822","4036,0345","5759,5956","4652,6509","5991,0039","4036,0345","5777,4826","8804,5547","8526,9179","5703,9474","21,0177","18,2457","24,8517","15,8276","22,5866","18,2457","23,4941","15,8276","22,6568","34,5277","33,4389","22,3684","0,9176","0,9284","0,9025","0,9379","0,9114","0,9284","0,9079","0,9379","0,9112","0,8646","0,8689","0,9123","0,6527","0,6607","0,6435","0,6669","0,6493","0,6607","0,6479","0,6669","0,6497","0,6235","0,6253","0,6525","0,8346","0,856","0,8043","0,8751","0,822","0,856","0,8145","0,8751","0,8212","0,726","0,7351","0,8225",e
"0,17","-1,97","6520,364","3864,488","5953,4951","5134,5075","6475,2168","3864,488","5722,0551","5134,5075","8707,0513","5855,0649","7470,3311","9570,7792","25,5701","15,1549","23,347","20,1353","25,393","15,1549","22,4394","20,1353","34,1453","22,961","29,2954","37,5325","0,8997","0,9406","0,9084","0,921","0,9004","0,9406","0,912","0,921","0,8661","0,91","0,8851","0,8528","0,6437","0,6708","0,6493","0,6582","0,6449","0,6708","0,6525","0,6582","0,6252","0,6532","0,6367","0,6189","0,7976","0,8797","0,8151","0,8402","0,7986","0,8797","0,8219","0,8402","0,7285","0,8168","0,7669","0,7005",e
"0,42","-1,83","7898,5169","5558,8901","5515,9138","6026,0237","8337,7671","5558,8901",6069,"6026,0237","11822,7273","7092,7346","7013,4107","10763,1007","30,9746","21,7996","21,631","23,6315","32,6971","21,7996","23,8","23,6315","46,3636","27,8146","27,5036","42,2082","0,8785","0,9145","0,9152","0,9073","0,8718","0,9145","0,9067","0,9073","0,8182","0,8909","0,8921","0,8345","0,6489","0,6735","0,6683","0,6691","0,6497","0,6735","0,6655","0,6691","0,6246","0,6673","0,6589","0,6359","0,7427","0,8174","0,8217","0,8021","0,7249","0,8174","0,8025","0,8021","0,6057","0,7616","0,7703","0,6382",e
"0,56","-1,69","4813,6787","4333,16","5975,5639","3449,9682","4755,9269","4333,16","5746,5251","3449,9682","5613,2692","7836,42","8142,4603","4782,521","18,8772","16,9928","23,4336","13,5293","18,6507","16,9928","22,5354","13,5293","22,0128","30,7311","31,9312","18,755","0,926","0,9334","0,9081","0,9469","0,9269","0,9334","0,9116","0,9469","0,9137","0,8795","0,8748","0,9265","0,6865","0,6963","0,6777","0,7049","0,6898","0,6963","0,6845","0,7049","0,6843","0,6726","0,6674","0,7001","0,8391","0,8529","0,799","0,8829","0,8397","0,8529","0,804","0,8829","0,8094","0,7271","0,7186","0,8335",e
"0,62","-1,61","8490,8678","6020,8333","5340,2174","6568,1818","9401,8831","6020,8333","6081,0911","6568,1818","13655,25","8354,5148","6850,4599","11743,0593","33,2975","23,6111","20,942","25,7576","36,8701","23,6111","23,8474","25,7576","53,55","32,7628","26,8645","46,0512","0,8694","0,9074","0,9179","0,899","0,8554","0,9074","0,9065","0,899","0,79","0,8715","0,8947","0,8194","0,6667","0,6921","0,6881","0,6872","0,6685","0,6921","0,6847","0,6872","0,6444","0,6859","0,6807","0,6592","0,7046","0,7881","0,818","0,7688","0,6633","0,7881","0,7905","0,7688","0,4987","0,6923","0,7619","0,5675",e
0,-2,"7328,3989","3875,0363","6811,9229","5623,5283","6573,956","3875,0363","6802,7597","5623,5283","9345,0563","5996,2585","7985,1081","10911,2245","28,7388","15,1962","26,7134","22,0531","25,7802","15,1962","26,6775","22,0531","36,6473","23,5147","31,3141","42,7891","0,8873","0,9404","0,8952","0,9135","0,8989","0,9404","0,8954","0,9135","0,8563","0,9078","0,8772","0,8322","0,6325","0,6663","0,6374","0,6489","0,6397","0,6663","0,6374","0,6489","0,6141","0,6453","0,6263","0,6004","0,7746","0,8808","0,7905","0,827","0,7978","0,8808","0,7908","0,827","0,7125","0,8155","0,7544","0,6643",e
"0,79","-1,37","5031,6964","5298,3333","7422,4044","5699,7222","4998,8953","5298,3333","8158,8745","5699,7222","6166,1638","7036,6037","11256,7869","10173,4029","19,7321","20,7778","29,1075","22,3519","19,6035","20,7778","31,9956","22,3519","24,181","27,5945","44,1443","39,8957","0,9226","0,9185","0,8859","0,9123","0,9231","0,9185","0,8745","0,9123","0,9052","0,8918","0,8269","0,8435","0,7095","0,719","0,6949","0,7154","0,7142","0,719","0,6981","0,7154","0,7073","0,7188","0,6819","0,6937","0,818","0,8004","0,7256","0,7853","0,8165","0,8004","0,6886","0,7853","0,7709","0,7202","0,5583","0,5955",e
"1,23","-0,48","8778,6885","6757,5","4937,0833",6885,"10193,4682","6757,5","5449,3644",6885,"13147,1311","10539,0095","6353,0172","10883,4216","34,4262","26,5","19,3611",27,"39,9744","26,5","21,3701",27,"51,5574","41,3294","24,9138","42,6801","0,865","0,8961","0,9241","0,8941","0,8432","0,8961","0,9162","0,8941","0,7978","0,8379","0,9023","0,8326","0,7424","0,7638","0,7583","0,7628","0,7483","0,7638","0,7589","0,7628","0,7336","0,7583","0,7553","0,7555","0,5934","0,6788","0,786","0,6727","0,4908","0,6788","0,7587","0,6727","0,3271","0,4395","0,7138","0,4226",e
"0,83","-1,32","5477,8636","6568,1818","8613,3862","6486,0795","6282,4154","6568,1818","9705,2239","6486,0795","7071,4688","9525,4013","13852,0014","11439,1806","21,4818","25,7576","33,778","25,4356","24,6369","25,7576","38,0597","25,4356","27,7313","37,3545","54,3216","44,8595","0,9158","0,899","0,8675","0,9003","0,9034","0,899","0,8507","0,9003","0,8913","0,8535","0,787","0,8241","0,7083","0,7069","0,6849","0,7076","0,7055","0,7069","0,6836","0,7076","0,7024","0,6952","0,66","0,6807","0,8","0,7533","0,6816","0,7564","0,7672","0,7533","0,6322","0,7564","0,7346","0,626","0,463","0,5508",e
"0,42","-1,83","6699,5455","4542,0647","5186,4407","4976,2327","6671,8359","4542,0647","5869,3966","4976,2327","9439,1129","5990,9887","6173,6842","9179,1756","26,2727","17,812","20,339","19,5146","26,1641","17,812","23,0172","19,5146","37,0161","23,4941","24,2105","35,9968","0,897","0,9302","0,9202","0,9235","0,8974","0,9302","0,9097","0,9235","0,8548","0,9079","0,9051","0,8588","0,6585","0,6814","0,671","0,6773","0,663","0,6814","0,6668","0,6773","0,6424","0,6749","0,6659","0,6465","0,7826","0,8516","0,8326","0,8374","0,7809","0,8516","0,8093","0,8374","0,6867","0,8001","0,7982","0,6936",e
"0,85","-1,27","8561,2853","6481,7584","5406,3501","6481,7584","9342,6724","6481,7584","6209,6856","6481,7584","12836,8319","10616,3265","7042,2332","9289,2857","33,5737","25,4187","21,2014","25,4187","36,6379","25,4187","24,3517","25,4187","50,3405","41,6327","27,6166","36,4286","0,8683","0,9003","0,9169","0,9003","0,8563","0,9003","0,9045","0,9003","0,8026","0,8367","0,8917","0,8571","0,6947","0,7179","0,7127","0,7179","0,7005","0,7179","0,7107","0,7179","0,6834","0,7038","0,7081","0,7138","0,6733","0,7476","0,8","0,7476","0,628","0,7476","0,7662","0,7476","0,473","0,5565","0,7306","0,6119",e
"0,47","-1,78","6572,7431","3535,6383","7093,6364","5380,3191","6287,7948","3535,6383","6476,7984","5380,3191","7398,6779","4747,5185","8880,1818","10241,8376","25,7755","13,8652","27,8182","21,0993","24,658","13,8652","25,3992","21,0993","29,0144","18,6177","34,8242","40,1641","0,8989","0,9456","0,8909","0,9173","0,9033","0,9456","0,9004","0,9173","0,8862","0,927","0,8634","0,8425","0,6605","0,6918","0,657","0,674","0,6638","0,6918","0,6648","0,674","0,654","0,6826","0,6452","0,6338","0,7862","0,8843","0,7685","0,8239","0,7951","0,8843","0,7874","0,8239","0,7587","0,8435","0,7068","0,6617",e
"0,21","-1,96","7780,1173","6260,231","7024,0706","3818,1595","7710,5511","6260,231","6947,6116","3818,1595","10725,3652","12202,2222","8994,0754","6241,5972","30,5103","24,5499","27,5454","14,9732","30,2375","24,5499","27,2455","14,9732","42,0603","47,8519","35,2709","24,4769","0,8804","0,9037","0,892","0,9413","0,8814","0,9037","0,8932","0,9413","0,8351","0,8123","0,8617","0,904","0,6325","0,6474","0,6402","0,6714","0,633","0,6474","0,6415","0,6714","0,6061","0,5952","0,6232","0,648","0,7581","0,8051","0,7813","0,8811","0,7603","0,8051","0,7833","0,8811","0,6668","0,6196","0,7191","0,8054",e
"0,25","-1,94","6616,5789",5202,"6579,9107","3181,5804","6006,6058",5202,"6189,5455","3181,5804","8056,8257","9964,8701","7720,8333","4825,603","25,9474","20,4","25,8036","12,4768","23,5553","20,4","24,2727","12,4768","31,5954","39,0779","30,2778","18,9239","0,8982","0,92","0,8988","0,9511","0,9076","0,92","0,9048","0,9511","0,8761","0,8468","0,8813","0,9258","0,6467","0,6609","0,6463","0,681","0,6538","0,6609","0,6504","0,681","0,6359","0,619","0,6363","0,6664","0,7925","0,8366","0,7941","0,9001","0,811","0,8366","0,8061","0,9001","0,7456","0,6853","0,7579","0,8477",e
"0,18","-1,97","7496,9086","5487,8415","4873,0679","5803,6885","8511,3368","5487,8415","5534,8661","5803,6885","12333,7742","7044,375","6573,3505","10920,8654","29,3996","21,5209","19,1101","22,7596","33,3778","21,5209","21,7054","22,7596","48,3677","27,625","25,7778","42,8269","0,8847","0,9156","0,9251","0,9107","0,8691","0,9156","0,9149","0,9107","0,8103","0,8917","0,8989","0,8321","0,6366","0,6568","0,66","0,6537","0,6301","0,6568","0,6544","0,6537","0,6005","0,6464","0,6451","0,612","0,766","0,8283","0,8486","0,8184","0,7324","0,8283","0,8277","0,8184","0,6095","0,7769","0,795","0,6542",e
"0,31","-1,9","5533,2731","4148,1466","7053,5593","5119,7845","5593,5484","4148,1466","6954,7487","5119,7845","6217,8283","5821,9601","9919,0678","9795,0544","21,6991","16,2672","27,661","20,0776","21,9355","16,2672","27,2735","20,0776","24,3836","22,8312","38,8983","38,412","0,9149","0,9362","0,8915","0,9213","0,914","0,9362","0,893","0,9213","0,9044","0,9105","0,8475","0,8494","0,6607","0,6775","0,6475","0,668","0,662","0,6775","0,6515","0,668","0,6578","0,6671","0,6281","0,6313","0,8248","0,8674","0,7759","0,8364","0,8219","0,8674","0,7772","0,8364","0,8011","0,8109","0,6797","0,6819",e
"0,67","-1,55","6177,375","3710,4661","4977,31","4518,6864","5941,9397","3710,4661","5063,1257","4518,6864","8360,3571","4987,0541","5630,348","8311,7568","24,225","14,5508","19,5189","17,7203","23,3017","14,5508","19,8554","17,7203","32,7857","19,5571","22,0798","32,5951","0,905","0,9429","0,9235","0,9305","0,9086","0,9429","0,9221","0,9305","0,8714","0,9233","0,9134","0,8722","0,6868","0,7137","0,6962","0,706","0,6936","0,7137","0,6989","0,706","0,676","0,7103","0,6966","0,6811","0,7853","0,8694","0,8278","0,8409","0,7904","0,8694","0,8229","0,8409","0,7017","0,8194","0,8012","0,699",e
"0,19","-1,96","7480,0517","4800,2326","6017,9387","5768,3468","7402,217","4800,2326","6335,1562","5768,3468","10365,0781","5907,5","7193,3906",10540,"29,3335","18,8244","23,5998","22,621","29,0283","18,8244","24,8438","22,621","40,6474","23,1667","28,2094","41,3333","0,885","0,9262","0,9075","0,9113","0,8862","0,9262","0,9026","0,9113","0,8406","0,9092","0,8894","0,8379","0,637","0,6644","0,6499","0,6549","0,6399","0,6644","0,6482","0,6549","0,6156","0,6579","0,6412","0,6161","0,7664","0,8494","0,8125","0,8191","0,7675","0,8494","0,802","0,8191","0,6727","0,8125","0,7744","0,6656",e
"1,28","-0,37","4410,0649","4064,0625","5810,3394","4064,0625","4385,8504","4064,0625","5768,3468","4064,0625","5136,1028","6766,3892","7857,1875","5819,0947","17,2944","15,9375","22,7856","15,9375","17,1994","15,9375","22,621","15,9375","20,1416","26,5349","30,8125","22,82","0,9322","0,9375","0,9106","0,9375","0,9326","0,9375","0,9113","0,9375","0,921","0,8959","0,8792","0,9105","0,7687","0,7831","0,7619","0,7831","0,7743","0,7831","0,7716","0,7831","0,7729","0,7765","0,7616","0,784","0,804","0,8095","0,7358","0,8095","0,8002","0,8095","0,726","0,8095","0,7606","0,6575","0,6148","0,7054",e
"0,15","-1,98","6097,8028","4507,5096","5405,1692","3505,8408","5773,7716","4507,5096","5391,1033","3505,8408","7934,0849","8795,7924","6136,5584","4963,9621","23,913","17,6765","21,1967","13,7484","22,6422","17,6765","21,1416","13,7484","31,1141","34,4933","24,0649","19,4665","0,9062","0,9307","0,9169","0,9461","0,9112","0,9307","0,9171","0,9461","0,878","0,8647","0,9056","0,9237","0,6476","0,6643","0,6541","0,6744","0,6521","0,6643","0,6552","0,6744","0,6331","0,6267","0,6489","0,6628","0,8108","0,8597","0,8324","0,8909","0,8202","0,8597","0,8324","0,8909","0,7521","0,7241","0,8088","0,8443",e
"-0,25","-1,94","6562,7083","4784,8585","5924,9655","2883,184","5742,9487","4784,8585","5581,4142","2883,184","8207,3465","9330,5104","6406,0976","4553,0325","25,7361","18,7642","23,2352","11,3066","22,5214","18,7642","21,8879","11,3066","32,1857","36,5902","25,122","17,855","0,8991","0,9264","0,9089","0,9557","0,9117","0,9264","0,9142","0,9557","0,8738","0,8565","0,9015","0,93","0,6444","0,6608","0,6507","0,68","0,6513","0,6608","0,6532","0,68","0,6272","0,6164","0,6446","0,6616","0,7957","0,8514","0,8155","0,9105","0,8217","0,8514","0,8265","0,9105","0,7457","0,7114","0,8012","0,8592",e
"0,74","-1,45","7502,8846","5044,5652","5259,375","5931,5217","8184,965","5044,5652","5743,875","5931,5217","11432,967","6620,7273","6579,9107","10758,6818","29,4231","19,7826","20,625","23,2609","32,0979","19,7826","22,525","23,2609","44,8352","25,9636","25,8036","42,1909","0,8846","0,9224","0,9191","0,9088","0,8741","0,9224","0,9117","0,9088","0,8242","0,8982","0,8988","0,8345","0,686","0,7123","0,7012","0,7043","0,6882","0,7123","0,7007","0,7043","0,6691","0,7114","0,6966","0,6773","0,73","0,8158","0,8136","0,7834","0,6977","0,8158","0,7938","0,7834","0,5684","0,747","0,7612","0,5896",e
"0,35","-1,88","8567,1937","4991,8182",7905,"6655,7576","8083,9504","4991,8182","7606,5341","6655,7576","10533,5028","6835,0142","9295,6395","12192,1875","33,5968","19,5758",31,"26,101","31,7018","19,5758","29,8295","26,101","41,3079","26,804","36,4535","47,8125","0,8682","0,9232","0,8784","0,8976","0,8757","0,9232","0,883","0,8976","0,838","0,8949","0,857","0,8125","0,6367","0,6716","0,6403","0,6558","0,6441","0,6716","0,6443","0,6558","0,6255","0,6588","0,6303","0,6133","0,7256","0,8394","0,7484","0,7859","0,7389","0,8394","0,7571","0,7859","0,6576","0,7772","0,7023","0,6024",e
"0,92","-1,15","10054,8862","7971,8149","8429,1667","6929,7476","10244,7551","7971,8149","9069,6809","6929,7476","14210,3954","14499,1915","10785,1449","9407,8723","39,4309","31,262","33,0556","27,1755","40,1755","31,262","35,5674","27,1755","55,727","56,8596","42,2947","36,8936","0,8454","0,8774","0,8704","0,8934","0,8425","0,8774","0,8605","0,8934","0,7815","0,777","0,8341","0,8553","0,6833","0,7025","0,6913","0,7107","0,6874","0,7025","0,6874","0,7107","0,6626","0,6626","0,6744","0,6967","0,6157","0,6927","0,6833","0,7334","0,6009","0,6927","0,6577","0,7334","0,44","0,4248","0,5924","0,6298",e
"0,18","-1,97","6510,794","4409,2001","7551,2903","5607,8176","5969,0918","4409,2001","7239,45","5607,8176","7652,5432","6954,0625","9462,2586","9663,4375","25,5325","17,291","29,6129","21,9914","23,4082","17,291","28,39","21,9914","30,01","27,2708","37,1069","37,8958","0,8999","0,9322","0,8839","0,9138","0,9082","0,9322","0,8887","0,9138","0,8823","0,8931","0,8545","0,8514","0,6445","0,6672","0,6356","0,6554","0,6508","0,6672","0,6399","0,6554","0,6358","0,6456","0,621","0,6211","0,7975","0,8621","0,7646","0,8246","0,8138","0,8621","0,7735","0,8246","0,7608","0,7807","0,703","0,6953",e
"1,05","-0,9","9076,7162","6844,7368",5202,"6236,3158","10758,9674","6844,7368","5024,6591","6236,3158","13969,5652","12890,0568","6200,0581","9441,7614","35,595","26,8421","20,4","24,4561","42,192","26,8421","19,7045","24,4561","54,7826","50,5492","24,314","37,0265","0,8604","0,8947","0,92","0,9041","0,8345","0,8947","0,9227","0,9041","0,7852","0,8018","0,9047","0,8548","0,7183","0,7416","0,7359","0,7466","0,7246","0,7416","0,7426","0,7466","0,7091","0,7228","0,7364","0,7475","0,6164","0,7042","0,7921","0,7305","0,5088","0,7042","0,7952","0,7305","0,346","0,3779","0,7433","0,5421",e
"0,31","-1,9","8640,7095","5071,4479","8995,9398","6828,8803","8228,4722","5071,4479","8304,2763","6828,8803","10063,3929","8021,875","10733,7919","12803,125","33,8851","19,888","35,2782","26,7799","32,2685","19,888","32,5658","26,7799","39,4643","31,4583","42,0933","50,2083","0,8671","0,922","0,8617","0,895","0,8735","0,922","0,8723","0,895","0,8452","0,8766","0,8349","0,8031","0,6313","0,6671","0,6289","0,6504","0,6366","0,6671","0,637","0,6504","0,6215","0,6433","0,6172","0,6035","0,7267","0,8386","0,7149","0,7826","0,7387","0,8386","0,7355","0,7826","0,6795","0,7419","0,657","0,5878",e
"0,34","-1,88","10993,0622","6416,9408","8940,9375","7700,3289","10290,1515","6416,9408","9229,3548","7700,3289","14720,4545","8623,3871","10295,625","15382,2581","43,11","25,1645","35,0625","30,1974","40,3535","25,1645","36,1935","30,1974","57,7273","33,8172","40,375","60,3226","0,8309","0,9013","0,8625","0,8816","0,8418","0,9013","0,8581","0,8816","0,7736","0,8674","0,8417","0,7634","0,6165","0,6604","0,6321","0,6486","0,6275","0,6604","0,6331","0,6486","0,5974","0,6512","0,6267","0,5979","0,6474","0,7922","0,7146","0,7507","0,6654","0,7922","0,7027","0,7507","0,5162","0,7123","0,6659","0,4879",e
"0,29","-1,92","7002,6923","3208,4704","7220,3626","5176,3322","6198,9645","3208,4704","6258,174","5176,3322","7853,8968","4821,6736","8194,2073","9958,7838","27,4615","12,5822","28,3151","20,2993","24,3097","12,5822","24,5419","20,2993","30,7996","18,9085","32,1341","39,0541","0,8923","0,9507","0,889","0,9204","0,9047","0,9507","0,9038","0,9204","0,8792","0,9259","0,874","0,8468","0,6457","0,6853","0,644","0,6658","0,6556","0,6853","0,6555","0,6658","0,6423","0,6748","0,6399","0,6279","0,7788","0,8979","0,7718","0,8353","0,803","0,8979","0,8009","0,8353","0,749","0,8442","0,7377","0,6783",e
"0,37","-1,86","7385,5556","5673,8701","4841,4498","5837,1469","8336,5385","5673,8701","5605,6034","5837,1469","11617,8","7330,4045","6355,8271","10521,2865","28,963","22,2505","18,9861","22,8908","32,6923","22,2505","21,9828","22,8908","45,56","28,7467","24,9248","41,2599","0,8864","0,9127","0,9255","0,9102","0,8718","0,9127","0,9138","0,9102","0,8213","0,8873","0,9023","0,8382","0,6503","0,6684","0,671","0,6668","0,6467","0,6684","0,6653","0,6668","0,623","0,6605","0,6596","0,6329","0,7616","0,8158","0,8452","0,8105","0,7272","0,8158","0,8199","0,8105","0,6159","0,7569","0,795","0,6511",e
1,-1,"9608,9575","7515,7895","5992,5","7247,3684","10837,5","7515,7895","6112,35","7247,3684","13975,9615","12860,5","7298,7245","9898,25","37,6822","29,4737","23,5","28,4211","42,5","29,4737","23,97","28,4211","54,8077","50,4333","28,6224","38,8167","0,8522","0,8844","0,9078","0,8885","0,8333","0,8844","0,906","0,8885","0,7851","0,8022","0,8878","0,8478","0,7086","0,7319","0,7247","0,7341","0,7155","0,7319","0,7287","0,7341","0,7","0,7156","0,7227","0,7365","0,6027","0,6807","0,7644","0,6921","0,5227","0,6807","0,7551","0,6921","0,3703","0,3992","0,7031","0,5367",e
"0,87","-1,25","9529,5259","7562,069","7947,5","6243,1034","9646,5659","7562,069","8106,45","6243,1034","13014,2628","13887,4821","10173,9796","8267,4643","37,3707","29,6552","31,1667","24,4828","37,8297","29,6552","31,79","24,4828","51,0363","54,4607","39,898","32,4214","0,8535","0,8837","0,8778","0,904","0,8517","0,8837","0,8753","0,904","0,7999","0,7864","0,8435","0,8729","0,6817","0,7004","0,6889","0,7113","0,6866","0,7004","0,6891","0,7113","0,6655","0,6614","0,6735","0,7016","0,6428","0,714","0,7077","0,7642","0,6311","0,714","0,7003","0,7642","0,496","0,4587","0,6225","0,6796",e
"0,02",-2,"7466,9856","5450,4386","6391,3462","3770,943","7061,683","5450,4386","6040,0581","3770,943","9983,6364","10644,0719","7246,3757","5902,3202","29,2823","21,3743","25,0641","14,788","27,6929","21,3743","23,6865","14,788","39,1515","41,7415","28,4172","23,1464","0,8852","0,9162","0,9017","0,942","0,8914","0,9162","0,9071","0,942","0,8465","0,8363","0,8886","0,9092","0,6313","0,6509","0,6415","0,6677","0,6353","0,6509","0,6451","0,6677","0,6089","0,6037","0,6338","0,6471","0,7702","0,8322","0,8033","0,8839","0,7826","0,8322","0,8141","0,8839","0,6925","0,6717","0,7768","0,818",e
"0,49","-1,76","8722,1323","6391,8715","6184,4429","6760,6333","9558,8008","6391,8715","7164,7917","6760,6333","13373,9362","8604,3182","8004,9716","12282,5","34,2044","25,0662","24,2527","26,5123","37,4855","25,0662","28,0972","26,5123","52,4468","33,7424","31,392","48,1667","0,8659","0,9017","0,9049","0,896","0,853","0,9017","0,8898","0,896","0,7943","0,8677","0,8769","0,8111","0,6499","0,6744","0,6684","0,6711","0,6505","0,6744","0,6628","0,6711","0,6271","0,6672","0,658","0,6378","0,7093","0,7847","0,7964","0,7723","0,6744","0,7847","0,7619","0,7723","0,5362","0,6993","0,7319","0,5707",e
"0,03",-2,"7244,0508","3031,5709","7443,6513","5667,7196","6387,9573","3031,5709","6318,2186","5667,7196","8065,8188","4585,0962","8600,9522","10513,3013","28,408","11,8885","29,1908","22,2264","25,0508","11,8885","24,7773","22,2264","31,6307","17,9808","33,7292","41,2286","0,8886","0,9534","0,8855","0,9128","0,9018","0,9534","0,9028","0,9128","0,876","0,9295","0,8677","0,8383","0,6336","0,6758","0,6318","0,6493","0,642","0,6758","0,6431","0,6493","0,6266","0,6615","0,6223","0,6062","0,777","0,9065","0,7708","0,8253","0,8032","0,9065","0,8052","0,8253","0,7513","0,8581","0,7344","0,6747",e
"0,19","-1,97","7381,6645","5334,082","6403,9773","3048,0469","6421,1652","5334,082","5785,5899","3048,0469","8935,4082","10086,2388","6896,5909","4284,42","28,9477","20,918","25,1136","11,9531","25,181","20,918","22,6886","11,9531","35,0408","39,5539","27,0455","16,8016","0,8865","0,918","0,9015","0,9531","0,9013","0,918","0,911","0,9531","0,8626","0,8449","0,8939","0,9341","0,6369","0,6579","0,6457","0,6808","0,6475","0,6579","0,653","0,6808","0,6254","0,6177","0,6435","0,6717","0,7701","0,8332","0,8007","0,9047","0,7992","0,8332","0,8194","0,9047","0,7198","0,6818","0,784","0,8648",e
"0,11","-1,99","8149,8","3981,1224","6763,6274","6015,9184","7220,0172","3981,1224","6074,244","6015,9184","9939,5357","5278,6099","7319,2176","11211,2069","31,96","15,6122","26,524","23,5918","28,3138","15,6122","23,8206","23,5918","38,9786","20,7004","28,7028","43,9655","0,8747","0,9388","0,896","0,9075","0,889","0,9388","0,9066","0,9075","0,8471","0,9188","0,8874","0,8276","0,6275","0,669","0,64","0,6489","0,6373","0,669","0,6476","0,6489","0,6135","0,6591","0,6368","0,6052","0,7476","0,8763","0,7908","0,8131","0,7757","0,8763","0,8116","0,8131","0,6906","0,8347","0,7724","0,6489",e
"0,89","-1,21","6007,7446","6621,5389","9320,4927","6919,1362","6430,25","6621,5389","10145,7447","6919,1362","7315,3125","9231,9444","14648,9362","11961,3889","23,5598","25,9668","36,551","27,1339","25,2167","25,9668","39,7872","27,1339","28,6875","36,2037","57,4468","46,9074","0,9076","0,8982","0,8567","0,8936","0,9011","0,8982","0,844","0,8936","0,8875","0,858","0,7747","0,8161","0,7117","0,722","0,6936","0,7195","0,7136","0,722","0,7003","0,7195","0,7106","0,7209","0,6814","0,701","0,7745","0,7371","0,6382","0,7252","0,7538","0,7371","0,5872","0,7252","0,7153","0,6039","0,3763","0,4868",e
"0,32","-1,9","9355,3755","6387,3188","6823,6111","7067,9348","10156,7975","6387,3188","7412,441","7067,9348","14693,961","8253,6021","8284,4351","13941,8954","36,6877","25,0483","26,7593","27,7174","39,8306","25,0483","29,0684","27,7174","57,6234","32,3671","32,488","54,6741","0,8561","0,9018","0,8951","0,8913","0,8438","0,9018","0,886","0,8913","0,774","0,8731","0,8726","0,7856","0,6271","0,6549","0,6477","0,6486","0,6232","0,6549","0,6429","0,6486","0,5907","0,6417","0,6353","0,5954","0,7025","0,7964","0,7844","0,7747","0,6745","0,7964","0,7653","0,7747","0,5255","0,7341","0,7374","0,5505",e
"0,59","-1,65",8925,"3901,5",7803,"6384,2727","7889,0625","3901,5","7025,5102","6384,2727","11392,7419","5142,2832","8805,4688","12523,9477",35,"15,3","30,6","25,0364","30,9375","15,3","27,551","25,0364","44,6774","20,1658","34,5312","49,1135","0,8627","0,94","0,88","0,9018","0,8787","0,94","0,892","0,9018","0,8248","0,9209","0,8646","0,8074","0,6533","0,7008","0,6608","0,6777","0,6659","0,7008","0,6693","0,6777","0,64","0,6941","0,6549","0,6324","0,6982","0,8674","0,7379","0,7829","0,7304","0,8674","0,7629","0,7829","0,6071","0,8225","0,7017","0,5668",e
